idx,e_max,offset,in_0,in_1,in_2,in_3,in_4,in_5,in_6,in_7,out_0,out_1,out_2,out_3,out_4,out_5,out_6,out_7
0,52,-20,1129,2259,4518,844,1689,3378,6756,5321,0,979,4096,0,409,2098,5476,4096
1,50,-18,2450,4901,1611,3222,6445,4698,1205,2410,1298,4096,459,2070,5293,4096,53,1258
2,53,-21,4820,1449,2899,5798,3405,6811,5430,2668,4096,105,1555,4454,2061,5467,4096,1324
3,54,-22,5336,2480,4960,1729,3459,6918,5645,3098,4096,1072,4096,321,2051,5510,4237,1690
4,53,-21,6197,4202,212,424,848,1696,3392,6784,4853,4096,0,0,0,352,2048,5440
5,40,-8,5377,2562,5125,2058,4116,40,81,163,4865,2050,4613,1546,4096,0,0,0
6,40,-8,326,653,1307,2614,5229,2266,4532,872,0,141,795,2102,4717,1754,4096,360
7,54,-22,1744,3488,6976,5761,3330,6661,5131,2070,336,2080,5568,4353,1922,5253,4096,662
8,45,-13,4141,91,182,365,730,1460,2920,5841,4096,0,0,0,0,628,2088,5009
9,54,-22,3491,6982,5773,3355,6710,5229,2266,4532,2083,5574,4365,1947,5302,4096,858,4096
10,54,-22,872,1744,3489,6978,5765,3339,6679,5167,0,336,2081,5570,4357,1931,5271,4096
11,60,-28,2142,4284,376,753,1507,3014,6029,3867,350,4096,0,0,0,1222,4237,2075
12,56,-24,7734,7277,6363,4534,877,1755,3510,7020,6198,5741,4827,4096,0,219,1974,5484
13,54,-22,5848,3504,7008,5824,3457,6915,5638,3085,4440,2096,5600,4416,2049,5507,4230,1677
14,55,-23,6171,4151,110,221,443,886,1772,3544,4699,4096,0,0,0,0,300,2072
15,59,-27,7089,5987,3783,7566,6940,5688,3185,6370,5361,4259,2055,5838,5212,4096,1457,4642
16,56,-24,4549,906,1813,3626,7252,6312,4433,674,4096,0,277,2090,5716,4776,4096,0
17,42,-10,1349,2698,5396,2600,5201,2210,4420,648,709,2058,4756,1960,4561,1570,4096,8
18,40,-8,1296,2593,5187,2183,4366,541,1082,2165,784,2081,4675,1671,4096,29,570,1653
19,58,-26,4331,471,943,1886,3772,7544,6896,5600,4096,0,0,222,2108,5880,5232,4096
20,60,-28,3009,6019,3846,7693,7195,6198,4204,217,1217,4227,2054,5901,5403,4406,4096,0
21,54,-22,435,871,1742,3484,6969,5746,3300,6601,0,0,334,2076,5561,4338,1892,5193
22,57,-25,5010,1828,3657,7314,6437,4682,1172,2344,4096,228,2057,5714,4837,4096,0,744
23,40,-8,4689,1187,2374,4749,1307,2615,5231,2271,4177,675,1862,4237,795,2103,4719,1759
24,63,-31,4543,895,1791,3583,7167,6143,4094,8188,4096,0,0,1599,5183,4159,2110,6204
25,63,-31,8184,8177,8162,8133,8074,7957,7722,7253,6200,6193,6178,6149,6090,5973,5738,5269
26,43,-11,6315,4439,686,1372,2744,5489,2786,5572,5611,4096,0,668,2040,4785,2082,4868
27,56,-24,2952,5904,3617,7235,6279,4367,543,1086,1416,4368,2081,5699,4743,4096,0,0
28,62,-30,2172,4344,497,995,1991,3982,7964,7737,252,4096,0,0,71,2062,6044,5817
29,57,-25,7283,6375,4558,925,1851,3703,7406,6620,5683,4775,4096,0,251,2103,5806,5020
30,59,-27,5048,1904,3809,7618,7044,5897,3603,7206,4096,176,2081,5890,5316,4169,1875,5478
31,38,-6,6220,4249,307,615,1231,2462,4925,1658,5836,4096,0,231,847,2078,4541,1274
32,61,-29,3317,6634,5077,1963,3927,7854,7517,6842,1461,4778,4096,107,2071,5998,5661,4986
33,58,-26,5493,2794,5589,2987,5974,3756,7512,6833,4096,1130,4096,1323,4310,2092,5848,5169
34,49,-17,5474,2756,5512,2832,5665,3138,6277,4363,4386,1668,4424,1744,4577,2050,5189,4096
35,46,-14,535,1070,2141,4282,373,747,1494,2989,0,174,1245,4096,0,0,598,2093
36,58,-26,5979,3767,7535,6879,5567,2943,5887,3582,4315,2103,5871,5215,4096,1279,4223,1918
37,63,-31,7164,6136,4080,8161,8130,8068,7945,7698,5180,4152,2096,6177,6146,6084,5961,5714
38,48,-16,7204,6216,4241,290,580,1161,2323,4646,6180,5192,4096,0,0,137,1299,4096
39,38,-6,1101,2202,4405,618,1237,2474,4949,1706,717,1818,4096,234,853,2090,4565,1322
40,53,-21,3412,6824,5457,2722,5445,2698,5396,2600,2068,5480,4113,1378,4101,1354,4096,1256
41,40,-8,5201,2211,4422,653,1306,2613,5227,2262,4689,1699,4096,141,794,2101,4715,1750
42,53,-21,4524,856,1712,3424,6849,5506,2820,5640,4096,0,368,2080,5505,4162,1476,4296
43,48,-16,3088,6176,4160,128,257,515,1030,2060,2064,5152,4096,0,0,0,6,1036
44,49,-17,4120,49,98,196,392,784,1568,3136,4096,0,0,0,0,0,480,2048
45,34,-2,6273,4354,516,1033,2067,4135,79,158,6145,4226,388,905,1939,4096,0,30
46,61,-29,317,635,1271,2543,5087,1982,3965,7930,0,0,0,687,4096,126,2109,6074
47,62,-30,7669,7147,6102,4013,8026,7860,7529,6867,5749,5227,4182,2093,6106,5940,5609,4947
48,52,-20,5542,2893,5786,3380,6761,5331,2471,4943,4262,1613,4506,2100,5481,4096,1191,4096
49,60,-28,1694,3388,6777,5362,2533,5066,1941,3882,0,1596,4985,4096,741,4096,149,2090
50,57,-25,7764,7336,6481,4770,1349,2698,5396,2601,6164,5736,4881,4096,0,1098,4096,1001
51,41,-9,5202,2212,4425,659,1319,2639,5279,2367,4626,1636,4096,83,743,2063,4703,1791
52,63,-31,4735,1279,2559,5118,2045,4090,8180,8169,4096,0,575,4096,61,2106,6196,6185
53,63,-31,8146,8101,8011,7830,7468,6745,5298,2405,6162,6117,6027,5846,5484,4761,4096,421
54,50,-18,4810,1428,2856,5713,3235,6471,4751,1310,4096,276,1704,4561,2083,5319,4096,158
55,60,-28,2620,5240,2288,4577,962,1925,3850,7701,828,4096,496,4096,0,133,2058,5909
56,48,-16,7211,6231,4271,351,703,1407,2814,5628,6187,5207,4096,0,0,383,1790,4604
57,63,-31,3064,6128,4064,8129,8066,7940,7688,7185,1080,4144,2080,6145,6082,5956,5704,5201
58,35,-3,6179,4167,142,285,570,1141,2283,4567,5987,4096,0,93,378,949,2091,4375
59,58,-26,943,1887,3775,7550,6909,5626,3061,6122,0,223,2111,5886,5245,4096,1397,4458
60,63,-31,4052,8104,8017,7842,7492,6792,5393,2594,2068,6120,6033,5858,5508,4808,4096,610
61,34,-2,5189,2186,4373,555,1111,2223,4447,702,5061,2058,4245,427,983,2095,4319,574
62,62,-30,1405,2810,5620,3049,6098,4004,8009,7826,0,890,4096,1129,4178,2084,6089,5906
63,52,-20,7461,6730,5268,2344,4688,1184,2368,4736,6181,5450,4096,1064,4096,0,1088,4096
64,40,-8,1281,2562,5125,2058,4116,40,80,160,769,2050,4613,1546,4096,0,0,0
65,40,-8,321,642,1284,2569,5139,2087,4174,157,0,130,772,2057,4627,1575,4096,0
66,58,-26,314,629,1259,2519,5038,1885,3771,7542,0,0,0,855,4096,221,2107,5878
67,59,-27,6893,5595,2998,5997,3803,7606,7020,5848,5165,4096,1270,4269,2075,5878,5292,4120
68,54,-22,3505,7010,5829,3466,6933,5674,3157,6314,2097,5602,4421,2058,5525,4266,1749,4906
69,42,-10,4437,682,1365,2731,5462,2732,5465,2739,4096,42,725,2091,4822,2092,4825,2099
70,51,-19,5478,2765,5531,2871,5742,3292,6584,4976,4262,1549,4315,1655,4526,2076,5368,4096
71,56,-24,1760,3521,7042,5892,3592,7184,6177,4163,224,1985,5506,4356,2056,5648,4641,4096
72,33,-1,134,268,537,1075,2150,4300,409,818,70,204,473,1011,2086,4236,345,754
73,51,-19,1637,3274,6548,4905,1619,3238,6476,4760,421,2058,5332,4096,403,2022,5260,4096
74,48,-16,1328,2657,5314,2436,4873,1554,3109,6219,304,1633,4290,1412,4096,530,2085,5195
75,46,-14,4247,302,605,1211,2423,4846,1501,3002,4096,0,0,315,1527,4096,605,2106
76,59,-27,6005,3818,7637,7082,5973,3755,7511,6831,4277,2090,5909,5354,4245,2027,5783,5103
77,62,-30,5471,2750,5500,2809,5619,3047,6095,3998,4096,830,4096,889,4096,1127,4175,2078
78,60,-28,7996,7800,7409,6627,5062,1933,3867,7735,6204,6008,5617,4835,4096,141,2075,5943
79,55,-23,7278,6365,4539,886,1773,3546,7093,5995,5806,4893,4096,0,301,2074,5621,4523
80,59,-27,3799,7599,7006,5820,3448,6897,5602,3012,2071,5871,5278,4096,1720,5169,4096,1284
81,60,-28,6024,3857,7715,7238,6285,4379,567,1135,4232,2065,5923,5446,4493,4096,0,0
82,62,-30,2271,4542,893,1786,3572,7144,6096,4000,351,4096,0,0,1652,5224,4176,2080
83,61,-29,8000,7809,7426,6660,5129,2067,4135,78,6144,5953,5570,4804,4096,211,4096,0
84,58,-26,157,314,628,1257,2514,5029,1866,3733,0,0,0,0,850,4096,202,2069
85,52,-20,7466,6740,5289,2387,4775,1359,2719,5438,6186,5460,4096,1107,4096,79,1439,4158
86,62,-30,2684,5368,2544,5089,1986,3973,7946,7701,764,4096,624,4096,66,2053,6026,5781
87,48,-16,7211,6230,4269,346,692,1384,2769,5539,6187,5206,4096,0,0,360,1745,4515
88,52,-20,2886,5772,3353,6707,5223,2255,4510,828,1606,4492,2073,5427,4096,975,4096,0
89,60,-28,1656,3313,6626,5061,1930,3861,7723,7254,0,1521,4834,4096,138,2069,5931,5462
90,44,-12,6316,4440,688,1377,2754,5509,2827,5655,5548,4096,0,609,1986,4741,2059,4887
91,48,-16,3118,6236,4280,369,739,1478,2956,5912,2094,5212,4096,0,0,454,1932,4888
92,56,-24,3632,7265,6338,4485,779,1559,3118,6237,2096,5729,4802,4096,0,23,1582,4701
93,59,-27,4283,374,749,1499,2999,5998,3804,7608,4096,0,0,0,1271,4270,2076,5880
94,56,-24,7024,5857,3522,7044,5896,3601,7202,6213,5488,4321,1986,5508,4360,2065,5666,4677
95,34,-2,4235,279,559,1118,2236,4473,754,1509,4107,151,431,990,2108,4345,626,1381
96,60,-28,3018,6037,3882,7764,7337,6482,4773,1355,1226,4245,2090,5972,5545,4690,4096,0
97,46,-14,2711,5422,2652,5304,2417,4834,1476,2953,1815,4526,1756,4408,1521,4096,580,2057
98,56,-24,5906,3620,7240,6289,4387,582,1165,2331,4370,2084,5704,4753,4096,0,0,795
99,55,-23,4663,1135,2270,4541,890,1781,3562,7124,4096,0,798,4096,0,309,2090,5652
100,61,-29,6056,3921,7842,7493,6794,5396,2601,5202,4200,2065,5986,5637,4938,4096,745,4096
101,41,-9,2212,4425,658,1317,2635,5271,2351,4702,1636,4096,82,741,2059,4695,1775,4126
102,61,-29,1213,2426,4853,1515,3031,6062,3932,7864,0,570,4096,0,1175,4206,2076,6008
103,56,-24,7537,6883,5574,2956,5913,3634,7269,6346,6001,5347,4096,1420,4377,2098,5733,4810
104,50,-18,4501,811,1623,3246,6492,4792,1392,2784,4096,0,471,2094,5340,4096,240,1632
105,56,-24,5569,2947,5895,3599,7199,6207,4222,252,4096,1411,4359,2063,5663,4671,4096,0
106,63,-31,505,1011,2022,4044,8088,7984,7777,7362,0,0,38,2060,6104,6000,5793,5378
107,48,-16,6533,4874,1557,3115,6231,4270,349,698,5509,4096,533,2091,5207,4096,0,0
108,58,-26,1397,2795,5590,2988,5976,3760,7521,6850,0,1131,4096,1324,4312,2096,5857,5186
109,48,-16,5508,2825,5650,3108,6216,4241,290,581,4484,1801,4626,2084,5192,4096,0,0
110,36,-4,1163,2326,4652,1112,2225,4451,710,1420,907,2070,4396,856,1969,4195,454,1164
111,51,-19,2841,5683,3175,6351,4510,829,1658,3316,1625,4467,1959,5135,4096,0,442,2100
112,61,-29,6633,5074,1957,3914,7829,7466,6741,5291,4777,4096,101,2058,5973,5610,4885,4096
113,44,-12,2390,4780,1369,2738,5477,2762,5524,2856,1622,4096,601,1970,4709,1994,4756,2088
114,50,-18,5712,3233,6467,4743,1295,2591,5183,2174,4560,2081,5315,4096,143,1439,4096,1022
115,63,-31,4349,506,1013,2026,4052,8104,8016,7840,4096,0,0,42,2068,6120,6032,5856
116,53,-21,7488,6784,5376,2560,5121,2051,4103,14,6144,5440,4096,1216,4096,707,4096,0
117,57,-25,28,57,115,231,462,925,1850,3701,0,0,0,0,0,0,250,2101
118,58,-26,7402,6612,5033,1874,3748,7497,6802,5413,5738,4948,4096,210,2084,5833,5138,4096
119,41,-9,2634,5269,2347,4695,1199,2398,4797,1402,2058,4693,1771,4119,623,1822,4221,826
120,61,-29,2804,5609,3027,6055,3919,7838,7484,6776,948,4096,1171,4199,2063,5982,5628,4920
121,60,-28,5361,2530,5060,1928,3856,7712,7232,6272,4096,738,4096,136,2064,5920,5440,4480
122,32,0,4353,514,1029,2059,4119,47,94,189,4353,514,1029,2059,4119,47,94,189
123,61,-29,378,757,1515,3031,6063,3934,7869,7547,0,0,0,1175,4207,2078,6013,5691
124,61,-29,6902,5612,3033,6066,3940,7880,7569,6947,5046,4096,1177,4210,2084,6024,5713,5091
125,50,-18,5702,3212,6425,4658,1125,2250,4501,810,4550,2060,5273,4096,0,1098,4096,0
126,50,-18,1621,3242,6485,4778,1365,2731,5462,2732,469,2090,5333,4096,213,1579,4310,1580
127,50,-18,5465,2738,5476,2761,5523,2855,5711,3231,4313,1586,4324,1609,4371,1703,4559,2079
128,63,-31,6463,4734,1277,2555,5111,2030,4061,8122,4479,4096,0,571,4096,46,2077,6138
129,61,-29,8052,7912,7632,7073,5954,3717,7435,6678,6196,6056,5776,5217,4098,1861,5579,4822
130,44,-12,5164,2137,4275,359,718,1437,2874,5749,4396,1369,4096,0,0,669,2106,4981
131,58,-26,3307,6615,5039,1887,3774,7548,6905,5618,1643,4951,4096,223,2110,5884,5241,4096
132,62,-30,3044,6089,3986,7973,7755,7318,6444,4697,1124,4169,2066,6053,5835,5398,4524,4096
133,50,-18,1202,2404,4808,1424,2848,5696,3200,6401,50,1252,4096,272,1696,4544,2048,5249
134,32,0,4610,1029,2058,4116,41,82,165,331,4610,1029,2058,4116,41,82,165,331
135,46,-14,663,1326,2653,5306,2421,4842,1492,2984,0,430,1757,4410,1525,4096,596,2088
136,58,-26,5968,3745,7491,6791,5391,2591,5182,2173,4304,2081,5827,5127,4096,927,4096,509
137,62,-30,4347,502,1004,2008,4017,8034,7876,7561,4096,0,0,88,2097,6114,5956,5641
138,49,-17,6930,5668,3145,6291,4391,590,1180,2360,5842,4580,2057,5203,4096,0,92,1272
139,56,-24,4720,1249,2499,4999,1807,3615,7231,6270,4096,0,963,4096,271,2079,5695,4734
140,63,-31,4349,506,1013,2026,4052,8104,8016,7841,4096,0,0,42,2068,6120,6032,5857
141,53,-21,7491,6791,5391,2590,5180,2168,4336,480,6147,5447,4096,1246,4096,824,4096,0
142,60,-28,961,1922,3845,7691,7190,6189,4186,181,0,130,2053,5899,5398,4397,4096,0
143,53,-21,362,724,1449,2898,5796,3400,6800,5409,0,0,105,1554,4452,2056,5456,4096
144,41,-9,2627,5254,2316,4632,1072,2144,4289,386,2051,4678,1740,4096,496,1568,4096,0
145,48,-16,773,1547,3095,6191,4190,188,376,752,0,523,2071,5167,4096,0,0,0
146,60,-28,1504,3008,6017,3842,7685,7179,6167,4143,0,1216,4225,2050,5893,5387,4375,4096
147,61,-29,94,189,378,757,1514,3029,6058,3925,0,0,0,0,0,1173,4202,2069
148,58,-26,7851,7511,6830,5469,2747,5494,2796,5592,6187,5847,5166,4096,1083,4096,1132,4096
149,59,-27,2992,5985,3779,7558,6924,5657,3123,6247,1264,4257,2051,5830,5196,4096,1395,4519
150,51,-19,4302,412,825,1650,3300,6600,5008,1824,4096,0,0,434,2084,5384,4096,608
151,57,-25,3648,7296,6401,4610,1029,2058,4117,43,2048,5696,4801,4096,0,458,4096,0
152,44,-12,86,172,344,688,1376,2753,5507,2822,0,0,0,0,608,1985,4739,2054
153,48,-16,5644,3097,6194,4197,203,407,815,1631,4620,2073,5170,4096,0,0,0,607
154,63,-31,3263,6526,4861,1531,3063,6127,4062,8125,1279,4542,4096,0,1079,4143,2078,6141
155,61,-29,8059,7926,7660,7129,6067,3942,7884,7576,6203,6070,5804,5273,4211,2086,6028,5720
156,51,-19,6960,5729,3266,6532,4873,1555,3110,6221,5744,4513,2050,5316,4096,339,1894,5005
157,53,-21,4250,309,618,1237,2474,4949,1707,3415,4096,0,0,0,1130,4096,363,2071
158,47,-15,6831,5471,2750,5500,2809,5618,3045,6091,5871,4511,1790,4540,1849,4658,2085,5131
159,62,-30,3991,7982,7772,7352,6513,4834,1477,2954,2071,6062,5852,5432,4593,4096,0,1034
160,56,-24,5909,3627,7254,6316,4440,688,1377,2755,4373,2091,5718,4780,4096,0,0,1219
161,48,-16,5510,2828,5657,3122,6244,4296,400,801,4486,1804,4633,2098,5220,4096,0,0
162,50,-18,1602,3204,6409,4627,1062,2125,4251,310,450,2052,5257,4096,0,973,4096,0
163,54,-22,620,1240,2480,4960,1728,3457,6914,5637,0,0,1072,4096,320,2049,5506,4229
164,48,-16,3083,6167,4142,93,187,375,751,1503,2059,5143,4096,0,0,0,0,479
165,63,-31,3007,6015,3839,7679,7167,6142,4093,8186,1023,4096,1855,5695,5183,4158,2109,6202
166,63,-31,8181,8171,8151,8110,8029,7867,7542,6892,6197,6187,6167,6126,6045,5883,5558,4908
167,59,-27,5592,2993,5986,3780,7561,6931,5671,3150,4096,1265,4258,2052,5833,5203,4096,1422
168,59,-27,6301,4411,631,1263,2526,5052,1912,3824,4573,4096,0,0,798,4096,184,2096
169,60,-28,7648,7105,6019,3846,7692,7192,6193,4194,5856,5313,4227,2054,5900,5400,4401,4096
170,49,-17,196,393,787,1575,3150,6300,4409,626,0,0,0,487,2062,5212,4096,0
171,57,-25,1252,2504,5008,1824,3649,7298,6404,4617,0,904,4096,224,2049,5698,4804,4096
172,39,-7,1043,2087,4175,159,319,638,1277,2554,595,1639,4096,0,0,190,829,2106
173,63,-31,5108,2024,4049,8099,8007,7822,7452,6712,4096,40,2065,6115,6023,5838,5468,4728
174,56,-24,5232,2273,4547,903,1806,3612,7224,6257,4096,737,4096,0,270,2076,5688,4721
175,56,-24,4322,452,905,1811,3622,7245,6299,4407,4096,0,0,275,2086,5709,4763,4096
176,55,-23,622,1245,2491,4983,1775,3550,7100,6009,0,0,1019,4096,303,2078,5628,4537
177,60,-28,3826,7652,7113,6034,3876,7753,7315,6438,2034,5860,5321,4242,2084,5961,5523,4646
178,38,-6,4684,1176,2353,4707,1223,2447,4894,1597,4300,792,1969,4323,839,2063,4510,1213
179,61,-29,3194,6388,4584,977,1955,3910,7820,7449,1338,4532,4096,0,99,2054,5964,5593
180,50,-18,6706,5220,2249,4499,806,1613,3227,6455,5554,4096,1097,4096,0,461,2075,5303
181,55,-23,4719,1247,2494,4988,1784,3568,7137,6083,4096,0,1022,4096,312,2096,5665,4611
182,62,-30,3974,7948,7704,7217,6242,4293,395,791,2054,6028,5784,5297,4322,4096,0,0
183,49,-17,1583,3167,6334,4477,763,1527,3055,6110,495,2079,5246,4096,0,439,1967,5022
184,62,-30,4029,8059,7927,7663,7135,6078,3964,7929,2109,6139,6007,5743,5215,4158,2044,6009
185,62,-30,7666,7141,6091,3991,7983,7775,7358,6525,5746,5221,4171,2071,6063,5855,5438,4605
186,62,-30,4859,1527,3055,6110,4028,8057,7923,7654,4096,0,1135,4190,2108,6137,6003,5734
187,60,-28,7117,6043,3895,7791,7391,6590,4988,1785,5325,4251,2103,5999,5599,4798,4096,0
188,62,-30,3571,7142,6093,3995,7991,7791,7391,6590,1651,5222,4173,2075,6071,5871,5471,4670
189,62,-30,4988,1785,3570,7141,6091,3991,7983,7774,4096,0,1650,5221,4171,2071,6063,5854
190,61,-29,7357,6523,4854,1517,3035,6070,3949,7899,5501,4667,4096,0,1179,4214,2093,6043
191,54,-22,7606,7021,5851,3510,7021,5851,3510,7021,6198,5613,4443,2102,5613,4443,2102,5613
192,54,-22,5850,3508,7016,5840,3488,6977,5763,3335,4442,2100,5608,4432,2080,5569,4355,1927
193,40,-8,6670,5149,2106,4212,232,464,929,1858,6158,4637,1594,4096,0,0,417,1346
194,58,-26,3717,7434,6676,5160,2129,4258,324,649,2053,5770,5012,4096,465,4096,0,0
195,40,-8,1299,2599,5199,2207,4414,637,1275,2550,787,2087,4687,1695,4096,125,763,2038
196,62,-30,5101,2011,4022,8045,7898,7604,7016,5841,4096,91,2102,6125,5978,5684,5096,4096
197,54,-22,3491,6983,5775,3358,6717,5242,2293,4586,2083,5575,4367,1950,5309,4096,885,4096
198,61,-29,981,1962,3925,7850,7509,6827,5463,2734,0,106,2069,5994,5653,4971,4096,878
199,56,-24,5468,2744,5489,2786,5573,2955,5910,3628,4096,1208,4096,1250,4096,1419,4374,2092
200,49,-17,7256,6321,4450,708,1417,2835,5671,3151,6168,5233,4096,0,329,1747,4583,2063
201,60,-28,6302,4412,632,1265,2531,5062,1932,3864,4510,4096,0,0,739,4096,140,2072
202,56,-24,7728,7264,6336,4481,770,1540,3081,6162,6192,5728,4800,4096,0,4,1545,4626
203,37,-5,4133,75,150,300,600,1200,2400,4800,4096,0,0,0,280,880,2080,4480
204,48,-16,1408,2816,5633,3075,6151,4111,31,63,384,1792,4609,2051,5127,4096,0,0
205,63,-31,126,252,504,1009,2019,4038,8076,7961,0,0,0,0,35,2054,6092,5977
206,56,-24,7731,7270,6349,4506,821,1643,3287,6574,6195,5734,4813,4096,0,107,1751,5038
207,59,-27,4957,1723,3447,6895,5599,3007,6014,3837,4096,0,1719,5167,4096,1279,4286,2109
208,63,-31,7675,7159,6126,4060,8121,8051,7910,7628,5691,5175,4142,2076,6137,6067,5926,5644
209,57,-25,7065,5939,3687,7374,6557,4923,1655,3310,5465,4339,2087,5774,4957,4096,55,1710
210,59,-27,6621,5050,1909,3818,7636,7080,5968,3745,4893,4096,181,2090,5908,5352,4240,2017
211,53,-21,7490,6788,5384,2576,5153,2114,4228,264,6146,5444,4096,1232,4096,770,4096,0
212,33,-1,528,1057,2114,4228,264,529,1058,2117,464,993,2050,4164,200,465,994,2053
213,34,-2,4235,279,559,1118,2236,4472,753,1507,4107,151,431,990,2108,4344,625,1379
214,60,-28,3015,6030,3869,7739,7286,6381,4571,950,1223,4238,2077,5947,5494,4589,4096,0
215,59,-27,1901,3803,7606,7020,5849,3506,7012,5833,173,2075,5878,5292,4121,1778,5284,4105
216,54,-22,3474,6948,5704,3216,6433,4675,1159,2319,2066,5540,4296,1808,5025,4096,0,911
217,61,-29,4638,1085,2170,4340,489,979,1958,3917,4096,0,314,4096,0,0,102,2061
218,58,-26,7834,7477,6763,5335,2478,4957,1722,3445,6170,5813,5099,4096,814,4096,58,1781
219,58,-26,6890,5588,2985,5970,3749,7498,6805,5419,5226,4096,1321,4306,2085,5834,5141,4096
220,45,-13,2646,5293,2394,4788,1385,2771,5543,2894,1814,4461,1562,4096,553,1939,4711,2062
221,56,-24,5788,3384,6768,5345,2498,4997,1803,3607,4252,1848,5232,4096,962,4096,267,2071
222,48,-16,7215,6239,4286,380,761,1523,3046,6093,6191,5215,4096,0,0,499,2022,5069
223,62,-30,3995,7990,7789,7386,6581,4971,1751,3503,2075,6070,5869,5466,4661,4096,0,1583
224,61,-29,7006,5821,3451,6903,5614,3037,6075,3959,5150,4096,1595,5047,4096,1181,4219,2103
225,59,-27,7918,7645,7098,6005,3819,7638,7085,5978,6190,5917,5370,4277,2091,5910,5357,4250
226,58,-26,3765,7530,6868,5545,2899,5798,3405,6811,2101,5866,5204,4096,1235,4134,1741,5147
227,54,-22,5430,2668,5337,2482,4965,1739,3479,6958,4096,1260,4096,1074,4096,331,2071,5550
228,59,-27,5725,3259,6518,4844,1497,2994,5989,3786,4096,1531,4790,4096,0,1266,4261,2058
229,54,-22,7573,6955,5719,3247,6494,4796,1401,2803,6165,5547,4311,1839,5086,4096,0,1395
230,60,-28,5606,3021,6042,3893,7787,7382,6573,4955,4096,1229,4250,2101,5995,5590,4781,4096
231,54,-22,1718,3437,6875,5558,2925,5850,3509,7018,310,2029,5467,4150,1517,4442,2101,5610
232,54,-22,5845,3499,6998,5805,3419,6839,5487,2783,4437,2091,5590,4397,2011,5431,4096,1375
233,63,-31,5567,2942,5885,3578,7156,6121,4050,8101,4096,958,4096,1594,5172,4137,2066,6117
234,61,-29,8010,7828,7465,6738,5285,2379,4758,1325,6154,5972,5609,4882,4096,523,4096,0
235,54,-22,2651,5302,2413,4826,1461,2922,5845,3499,1243,4096,1005,4096,53,1514,4437,2091
236,53,-21,6998,5804,3416,6832,5473,2755,5511,2831,5654,4460,2072,5488,4129,1411,4167,1487
237,61,-29,5662,3133,6267,4343,494,989,1978,3956,4096,1277,4411,4096,0,0,122,2100
238,59,-27,7913,7635,7078,5965,3739,7478,6765,5338,6185,5907,5350,4237,2011,5750,5037,4096
239,54,-22,2484,4968,1744,3489,6979,5767,3343,6686,1076,4096,336,2081,5571,4359,1935,5278
240,60,-28,5180,2169,4339,487,975,1951,3902,7805,4096,377,4096,0,0,159,2110,6013
241,62,-30,7419,6646,5101,2010,4020,8041,7891,7590,5499,4726,4096,90,2100,6121,5971,5670
242,52,-20,6988,5784,3377,6755,5318,2445,4890,1588,5708,4504,2097,5475,4096,1165,4096,308
243,52,-20,3177,6354,4516,840,1681,3363,6726,5261,1897,5074,4096,0,401,2083,5446,4096
244,52,-20,2330,4660,1129,2259,4518,844,1688,3377,1050,4096,0,979,4096,0,408,2097
245,49,-17,6755,5319,2447,4895,1598,3196,6392,4592,5667,4231,1359,4096,510,2108,5304,4096
246,62,-30,992,1984,3968,7936,7680,7168,6144,4096,0,64,2048,6016,5760,5248,4224,4096
247,1,31,0,1,3,6,12,24,49,99,1984,1985,1987,1990,1996,2008,2033,2083
248,49,-17,199,399,799,1599,3198,6397,4603,1015,0,0,0,511,2110,5309,4096,0
249,63,-31,2031,4063,8127,8063,7934,7677,7163,6135,47,2079,6143,6079,5950,5693,5179,4151
